Gene,H1,H2,H3,H4,I1,I2,I3,I4
gene:ENSG00000105609,147,149,113,141,230,116,106,218
gene:ENSG00000131042,2979,1977,1483,1364,4402,2228,1540,5292
gene:ENSG00000187116,786,511,452,456,1575,864,809,2251
gene:ENSG00000239961,317,274,312,334,204,210,77,243
gene:ENSG00000167613,2440,1216,2689,3128,2958,1653,1606,2563
gene:ENSG00000167614,429,390,427,668,526,269,268,561
gene:ENSG00000167615,1272,652,1891,1421,1497,669,641,630
gene:ENSG00000275183,47,34,78,69,110,56,32,63
gene:ENSG00000167617,158,159,184,206,220,82,125,204
gene:ENSG00000167618,250,286,227,552,332,622,306,238
gene:ENSG00000239998,1580,658,795,634,1359,784,597,1919
gene:ENSG00000104974,1746,760,608,722,1305,1123,604,2198
gene:ENSG00000104972,2424,1748,1439,2817,3843,2235,1355,3926
gene:ENSG00000186818,846,658,613,759,1671,1726,920,1983
gene:ENSG00000242019,303,199,275,363,239,188,150,222
gene:ENSG00000243772,678,315,459,684,328,337,411,333
gene:ENSG00000125498,877,245,368,1093,340,310,420,388
gene:ENSG00000189013,445,266,319,497,291,190,453,239
gene:ENSG00000167633,714,341,493,979,437,276,494,367
gene:ENSG00000221957,540,465,292,1649,685,352,219,480
gene:ENSG00000240403,470,324,501,732,614,248,417,366
gene:ENSG00000186431,1115,463,591,540,880,406,478,1340
gene:ENSG00000189430,901,601,953,2532,823,286,580,623
gene:ENSG00000167634,856,764,935,1202,1002,570,505,1208
gene:ENSG00000022556,1378,930,1437,1809,1475,875,735,1494
gene:ENSG00000088053,756,634,578,980,1022,476,541,975
gene:ENSG00000160439,999,1077,1285,1419,1213,636,647,1154
gene:ENSG00000131037,197,192,205,336,223,194,182,296
gene:ENSG00000125503,1841,1322,2519,2701,2697,1154,1293,2170
gene:ENSG00000105048,391,357,344,454,642,452,171,457
gene:ENSG00000129991,48,45,70,82,75,32,27,65
gene:ENSG00000267110,1,1,2,2,2,0,0,7
gene:ENSG00000167646,222,206,235,344,244,117,108,374
gene:ENSG00000129990,126,112,126,125,115,107,93,155
gene:ENSG00000080031,586,666,777,697,495,549,380,637
gene:ENSG00000180089,88,59,122,136,185,70,51,65
gene:ENSG00000105063,2587,2045,3577,4259,5074,2404,2031,2440
gene:ENSG00000133265,599,543,676,889,1222,532,447,629
gene:ENSG00000160469,616,500,613,869,625,369,327,745
gene:ENSG00000180061,595,597,535,757,707,342,356,791
gene:ENSG00000133247,223,181,231,277,256,138,139,240
gene:ENSG00000160471,82,44,109,112,74,67,40,73
gene:ENSG00000267706,1,0,0,2,2,0,0,5
gene:ENSG00000180043,40,24,39,69,24,34,38,40
gene:ENSG00000095752,92,79,68,116,102,53,51,110
gene:ENSG00000160472,9,16,33,12,12,2,3,15
gene:ENSG00000233493,63,86,107,142,129,81,80,117
gene:ENSG00000108107,2356,2330,3986,3792,7395,3103,2957,2977
gene:ENSG00000108106,615,337,510,683,1035,457,351,472
gene:ENSG00000187902,186,171,182,212,192,196,133,224
gene:ENSG00000063241,200,192,241,307,394,328,184,280
gene:ENSG00000283567,43,25,30,16,19,16,16,5
gene:ENSG00000279063,22,11,10,25,7,0,9,30
gene:ENSG00000197483,185,144,220,296,224,117,96,205
gene:ENSG00000090971,62,61,162,116,127,116,42,79
gene:ENSG00000179954,731,691,790,1002,813,442,396,919
gene:ENSG00000187550,131,110,134,149,176,112,87,199
gene:ENSG00000231274,45,42,78,70,84,63,36,58
gene:ENSG00000218891,80,69,106,102,120,48,58,63
gene:ENSG00000179943,206,191,257,285,317,193,170,258
gene:ENSG00000171443,278,323,509,439,677,262,235,458
gene:ENSG00000261221,414,309,352,571,547,260,287,453
gene:ENSG00000179922,154,116,178,147,154,114,82,185
gene:ENSG00000213015,6,1,29,23,19,4,8,7
gene:ENSG00000171425,0,0,0,0,0,0,0,0
gene:ENSG00000173581,128,111,140,157,134,99,98,114
gene:ENSG00000063244,1179,992,1889,2003,2507,1604,1269,1260
gene:ENSG00000063245,1071,803,1037,1177,1363,812,596,1135
gene:ENSG00000185792,570,560,676,674,637,319,325,741
gene:ENSG00000223638,50,62,70,58,46,29,38,56
gene:ENSG00000229292,52,71,51,43,70,54,42,51
gene:ENSG00000179873,802,586,652,936,669,396,363,853
gene:ENSG00000160505,738,648,798,868,801,482,379,997
gene:ENSG00000173572,643,520,616,785,676,421,394,885
gene:ENSG00000179709,962,721,844,1139,888,481,459,1083
gene:ENSG00000171487,1262,1112,1305,1722,1352,694,704,1646
gene:ENSG00000142409,851,633,960,1068,1169,559,487,1014
gene:ENSG00000279959,6,3,0,0,0,2,1,1
gene:ENSG00000167685,895,844,953,1242,1075,511,502,1085
gene:ENSG00000279794,0,0,0,0,0,0,0,0
gene:ENSG00000197487,231,213,312,325,231,154,128,305
gene:ENSG00000197213,243,189,166,270,211,108,102,266
gene:ENSG00000204532,60,66,104,111,100,71,48,140
gene:ENSG00000131848,3171,2463,3328,3909,3175,1871,1629,3483
gene:ENSG00000267710,648,553,576,846,677,412,422,812
gene:ENSG00000018869,364,298,493,490,410,216,210,319
gene:ENSG00000198440,867,684,996,1010,951,458,489,778
gene:ENSG00000198046,467,473,539,672,559,351,256,571
gene:ENSG00000279405,56,70,52,93,87,52,26,85
gene:ENSG00000196263,387,320,324,356,339,240,191,321
gene:ENSG00000196867,304,248,369,323,294,178,122,233
gene:ENSG00000197016,496,417,701,646,552,284,309,529
gene:ENSG00000197951,612,451,677,1017,810,511,457,650
gene:ENSG00000268182,273,218,218,376,251,183,123,284
gene:ENSG00000127903,244,158,283,232,212,140,129,244
gene:ENSG00000269699,612,530,530,864,656,383,304,705
gene:ENSG00000198300,0,0,0,0,0,0,0,0
gene:ENSG00000131864,183,146,151,245,189,128,93,271
gene:ENSG00000141946,210,215,204,321,234,124,96,336
gene:ENSG00000258873,299,280,358,485,388,193,195,473
gene:ENSG00000083844,1233,801,1639,1571,1381,914,783,906
gene:ENSG00000105146,66,60,63,96,64,40,51,99
gene:ENSG00000204524,720,534,942,954,1051,573,589,722
gene:ENSG00000197714,589,462,672,711,1042,648,566,498
gene:ENSG00000279541,28,41,58,40,66,43,40,50
gene:ENSG00000178229,295,267,463,431,396,272,240,342
gene:ENSG00000131845,248,209,366,391,369,240,212,212
gene:ENSG00000152433,0,0,0,0,0,1,0,1
gene:ENSG00000256060,0,0,0,0,0,0,0,0
gene:ENSG00000268133,193,124,149,224,207,94,75,190
gene:ENSG00000188785,0,0,0,0,0,0,0,0
gene:ENSG00000269533,0,0,0,0,1,0,0,0
gene:ENSG00000268533,269,218,274,375,218,142,135,260
gene:ENSG00000186272,0,0,0,0,0,0,0,0
gene:ENSG00000186230,258,162,232,307,324,193,161,208
gene:ENSG00000268163,680,527,628,869,640,282,280,767
gene:ENSG00000178201,0,0,0,0,0,0,0,0
gene:ENSG00000197128,0,0,0,6,0,1,0,0
gene:ENSG00000105136,0,0,0,0,0,0,0,0
gene:ENSG00000268107,16,26,53,26,39,28,30,29
gene:ENSG00000152439,10,8,21,16,19,4,11,20
gene:ENSG00000121406,744,775,1237,1139,991,506,567,586
gene:ENSG00000251369,548,507,839,746,668,469,365,482
gene:ENSG00000083817,96,118,180,200,172,100,84,126
gene:ENSG00000171649,362,335,530,521,415,252,218,381
gene:ENSG00000183647,337,310,331,534,385,238,194,352
gene:ENSG00000213762,410,405,911,760,828,468,324,321
gene:ENSG00000121417,474,424,566,605,514,358,347,369
gene:ENSG00000180532,114,123,154,197,127,64,95,135
gene:ENSG00000204519,0,2,0,0,1,0,0,0
gene:ENSG00000269026,760,729,883,1075,934,457,450,1024
gene:ENSG00000179909,256,272,313,336,275,215,121,187
gene:ENSG00000083814,316,315,474,497,473,305,233,252
gene:ENSG00000152443,240,234,470,369,473,257,185,190
gene:ENSG00000083828,1595,1516,2095,2004,2233,1206,1073,1585
gene:ENSG00000178935,463,414,565,737,668,292,293,562
gene:ENSG00000268750,64,25,45,67,83,22,25,57
gene:ENSG00000269343,0,0,0,0,0,0,0,0
gene:ENSG00000204514,1021,856,1348,1380,1306,597,506,995
gene:ENSG00000198466,440,251,645,540,832,389,279,282
gene:ENSG00000269476,190,148,204,256,196,127,127,174
gene:ENSG00000173480,0,0,0,0,0,0,0,0
gene:ENSG00000196724,336,232,371,388,286,180,154,341
gene:ENSG00000152454,254,190,297,354,288,133,130,220
gene:ENSG00000177025,388,319,394,421,420,175,209,550
gene:ENSG00000166704,587,361,787,647,606,310,249,499
gene:ENSG00000152467,352,221,288,388,371,280,229,396
gene:ENSG00000176293,825,593,594,846,665,381,294,857
gene:ENSG00000121413,935,770,1430,1239,1081,547,419,992
gene:ENSG00000181894,745,619,890,941,986,374,354,764
gene:ENSG00000171606,1308,1015,1939,1760,1933,796,796,1030
gene:ENSG00000198131,11,1,18,10,9,1,2,0
gene:ENSG00000283515,62,81,128,121,117,55,55,77
gene:ENSG00000278129,0,0,0,0,0,0,0,0
gene:ENSG00000142396,81,135,110,144,253,74,57,30
gene:ENSG00000182318,304,236,329,479,365,361,233,298
gene:ENSG00000121410,195,198,308,247,266,172,154,318
gene:ENSG00000279611,21,18,19,17,17,11,10,19
gene:ENSG00000174586,208,170,208,254,241,192,119,261
gene:ENSG00000152475,213,202,229,267,263,159,142,273
gene:ENSG00000083845,11272,18161,43143,21728,37180,15028,9194,13163
gene:ENSG00000269855,1,9,11,6,5,11,11,6
gene:ENSG00000171574,389,301,432,402,470,285,205,455
gene:ENSG00000268543,13,5,8,17,10,6,15,15
gene:ENSG00000131849,208,131,206,322,253,113,114,262
gene:ENSG00000249471,232,135,220,228,258,218,169,159
gene:ENSG00000083812,250,231,357,483,440,209,186,271
gene:ENSG00000083838,224,212,353,320,287,142,125,215
gene:ENSG00000083807,664,555,759,914,871,481,391,750
gene:ENSG00000119574,623,532,623,837,744,434,408,770
gene:ENSG00000130726,783,749,1613,1312,2075,954,727,533
gene:ENSG00000130724,1288,1021,1456,1399,2898,1460,1427,1790
gene:ENSG00000130725,280,234,343,469,669,294,238,305
gene:ENSG00000099326,490,415,697,820,794,346,302,506
gene:ENSG00000184731,131,58,89,138,75,68,73,53
gene:ENSG00000035115,1103,801,1709,1503,1686,474,545,670
gene:ENSG00000143727,1261,1005,1817,1719,2689,1393,1211,1036
gene:ENSG00000189292,136,80,125,130,118,63,60,149
gene:ENSG00000151353,647,542,947,860,1288,569,496,678
gene:ENSG00000280360,5,0,1,4,1,1,4,1
gene:ENSG00000172554,5528,4003,4688,5694,5567,3466,3033,5449
gene:ENSG00000115705,1863,1423,1969,1989,1808,1414,989,2174
gene:ENSG00000130508,1763,1140,1295,1786,1764,1226,834,1762
gene:ENSG00000186487,7456,5152,6237,7648,6822,4728,3753,8164
gene:ENSG00000032389,3342,2680,3217,3871,4349,2575,2176,3651
gene:ENSG00000171853,2830,2107,3604,3236,3759,2007,1690,2578
gene:ENSG00000182551,1087,925,1360,1315,2275,1194,998,1523
gene:ENSG00000286905,171,132,271,202,215,156,124,199
gene:ENSG00000171865,0,0,0,0,0,0,0,0
gene:ENSG00000171863,2544,3214,6500,4613,6799,2599,2158,3380
gene:ENSG00000118004,736,670,729,963,819,670,557,1049
gene:ENSG00000151360,719,501,586,626,665,489,380,771
gene:ENSG00000214866,1732,1343,1474,1857,1598,1374,980,1902
gene:ENSG00000176887,120,99,107,98,100,81,81,131
gene:ENSG00000134326,505,440,611,660,855,1300,2394,956
gene:ENSG00000134321,515,464,582,631,1104,2322,6133,950
gene:ENSG00000151692,2848,2391,3766,3828,3999,2009,1903,2738
gene:ENSG00000115738,3272,2851,4278,6248,5500,2197,3743,4029
gene:ENSG00000134313,4981,3346,5667,6489,8360,3464,3420,4745
gene:ENSG00000143797,2456,1728,2107,2560,2480,1427,1402,2788
gene:ENSG00000151693,3380,2974,3261,4123,3760,2253,2394,4470
gene:ENSG00000119185,1405,1196,1569,2131,2738,1080,1063,1537
gene:ENSG00000119203,1630,1379,2007,2250,2733,1507,1289,2064
gene:ENSG00000134330,812,709,1030,1086,1422,681,598,886
gene:ENSG00000151694,2664,1898,2699,2846,4308,1909,1773,2985
gene:ENSG00000134308,3279,2807,3816,5166,7395,3692,2710,3043
gene:ENSG00000115750,2024,1327,2023,2549,2564,1179,1227,2006
gene:ENSG00000134317,870,702,772,1028,837,537,560,1012
gene:ENSG00000172059,1776,754,1125,1163,1426,914,758,1733
gene:ENSG00000205795,560,409,494,699,548,291,289,650
gene:ENSG00000171848,4106,2826,3314,3052,6328,5549,3226,3604
gene:ENSG00000115756,3843,2913,4436,4637,5224,2411,2658,4437
gene:ENSG00000115758,1449,1663,2140,1968,3428,2868,1828,1566
gene:ENSG00000115761,2877,1965,2637,3222,3728,1648,1670,3115
gene:ENSG00000143882,1345,1066,1368,1638,1656,1107,830,1817
gene:ENSG00000143870,3540,2845,4157,5944,15800,10685,6349,4277
gene:ENSG00000162975,24,20,16,23,11,15,17,14
gene:ENSG00000150873,473,284,408,479,426,239,259,510
gene:ENSG00000162976,1224,813,1191,1253,1226,668,546,1400
gene:ENSG00000134318,3508,2602,3940,4513,5330,2302,2532,3442
gene:ENSG00000169016,713,542,655,732,812,472,533,592
gene:ENSG00000196208,2946,2267,2520,3213,3059,2291,1892,3607
gene:ENSG00000169006,196,183,227,224,165,164,117,296
gene:ENSG00000134324,3824,2803,4784,5437,5779,2720,3007,3800
gene:ENSG00000071575,1419,1786,4283,3451,5273,1360,2190,1054
gene:ENSG00000162981,179,157,212,254,174,135,148,319
gene:ENSG00000151779,6579,4639,6733,7179,7952,4357,4260,6313
gene:ENSG00000079785,1239,1175,1967,1905,3104,1708,1374,1137
gene:ENSG00000134323,40,50,36,67,95,66,34,67
gene:ENSG00000279663,64,63,31,45,50,43,21,28
gene:ENSG00000197872,6666,3193,2838,4387,4298,2324,2014,5866
gene:ENSG00000214842,71,86,103,116,122,94,48,140
gene:ENSG00000163032,2481,1773,1681,1940,1654,1388,1282,2037
gene:ENSG00000163029,3221,2443,3453,3850,4290,2080,1849,2693
gene:ENSG00000178295,732,518,694,1091,1199,664,539,680
gene:ENSG00000151379,26,40,17,37,21,18,18,39
gene:ENSG00000170745,5761,4159,4916,5917,5230,3837,3303,6400
gene:ENSG00000240857,264,195,407,422,583,196,196,227
gene:ENSG00000250741,21,14,9,18,13,20,16,18
gene:ENSG00000185013,0,0,0,0,0,0,2,0
gene:ENSG00000143867,70,63,47,88,60,56,58,105
gene:ENSG00000183891,263,300,681,417,614,227,246,272
gene:ENSG00000118965,1743,1029,1316,1626,1234,763,687,1074
gene:ENSG00000132031,240,179,215,240,230,154,138,325
gene:ENSG00000068697,2122,1231,1666,1518,2605,1675,1400,2967
gene:ENSG00000115884,322,208,277,388,698,570,318,310
gene:ENSG00000055917,6118,4497,8957,8731,11324,3990,4430,4714
gene:ENSG00000143878,1490,623,712,1044,2164,2049,1293,2444
gene:ENSG00000118960,1977,1320,1855,1927,2051,1405,1122,2077
gene:ENSG00000143869,216,170,214,287,225,118,127,245
gene:ENSG00000118961,2615,1886,2640,2850,3130,1493,1392,2503
gene:ENSG00000084674,631,503,567,603,595,388,352,686
gene:ENSG00000280390,10,7,7,2,6,1,2,8
gene:ENSG00000218819,144,143,151,253,164,120,135,218
gene:ENSG00000119771,5659,4487,5120,6134,5837,4012,3593,6709
gene:ENSG00000279526,36,17,20,18,20,16,14,39
gene:ENSG00000119778,4671,3416,5369,5835,6342,2114,2857,4818
gene:ENSG00000173960,3010,2333,2847,3188,3502,1819,2046,2701
gene:ENSG00000205639,1026,1186,997,1510,1448,629,648,1553
gene:ENSG00000163026,360,303,461,521,531,270,243,365
gene:ENSG00000119782,25,44,49,27,125,55,81,102
gene:ENSG00000115128,877,830,1118,1149,2019,777,844,880
gene:ENSG00000219626,1905,1548,1780,2223,2272,869,937,1920
gene:ENSG00000115129,398,238,258,248,409,301,219,530
gene:ENSG00000176732,192,160,205,283,208,115,121,252
gene:ENSG00000276087,119,92,182,162,144,38,52,165
gene:ENSG00000186453,108,76,117,107,119,86,75,181
gene:ENSG00000198399,7751,5727,9547,10240,12358,4187,4464,6851
gene:ENSG00000084676,10492,7095,10245,15222,12952,4637,6078,9227
gene:ENSG00000184924,419,505,776,668,1005,438,464,838
gene:ENSG00000138092,517,547,789,804,1108,701,485,657
gene:ENSG00000138031,2100,1980,2369,2879,3025,1700,1704,2819
gene:ENSG00000115137,996,786,1045,1198,1308,467,573,848
gene:ENSG00000084710,2491,2139,2618,3277,2707,1553,1655,3303
gene:ENSG00000115138,118,107,188,150,217,189,166,215
gene:ENSG00000119772,3071,2746,5087,4113,5735,2285,2025,3698
gene:ENSG00000138101,7457,5921,7235,8589,7538,4427,5615,7594
gene:ENSG00000143970,3924,2887,5177,5025,6110,2391,2601,3864
gene:ENSG00000084731,1139,936,1244,1433,1341,743,809,1606
gene:ENSG00000084733,5371,3622,5344,6008,8987,4808,4550,5672
gene:ENSG00000157833,233,157,264,293,245,163,171,294
gene:ENSG00000084754,4915,4408,6519,5762,8841,4307,3348,6239
gene:ENSG00000138029,2289,1780,2627,2613,3569,1833,1506,2796
gene:ENSG00000173567,655,534,755,761,786,453,440,862
gene:ENSG00000138018,2059,1627,1914,2783,2957,1654,1431,2252
gene:ENSG00000157856,987,794,925,1243,1061,555,625,1108
gene:ENSG00000115155,2049,3052,3019,2183,1578,2770,1614,1902
gene:ENSG00000173557,208,216,224,213,216,219,173,284
gene:ENSG00000157884,848,613,775,940,771,545,545,918
gene:ENSG00000171303,791,667,824,964,738,565,485,888
gene:ENSG00000213699,0,0,0,0,0,0,0,0
gene:ENSG00000115163,410,302,391,515,771,386,269,444
gene:ENSG00000157851,1732,1524,1893,2211,1858,1119,1184,2334
gene:ENSG00000084764,994,738,932,1116,1037,646,551,1007
gene:ENSG00000119777,554,408,678,858,1483,1274,714,466
gene:ENSG00000084693,757,702,911,1038,1042,765,602,863
gene:ENSG00000228474,1307,1618,2539,2010,5494,2411,4136,2181
gene:ENSG00000138080,108,80,119,120,136,103,59,150
gene:ENSG00000138030,272,228,285,366,419,212,227,344
gene:ENSG00000138028,378,333,362,518,513,235,199,505
gene:ENSG00000143994,283,186,211,272,249,131,103,317
gene:ENSG00000138073,715,692,1255,1238,2428,1817,1126,646
gene:ENSG00000186143,43,15,45,39,30,23,19,48
gene:ENSG00000163792,205,117,147,214,150,108,98,228
gene:ENSG00000138074,586,418,590,714,940,507,418,485
gene:ENSG00000138085,1016,777,1465,1042,1661,1231,666,888
gene:ENSG00000084774,849,744,1243,1157,1546,1037,813,981
gene:ENSG00000115194,429,377,356,488,427,330,310,555
gene:ENSG00000163793,171,201,202,269,248,118,108,326
gene:ENSG00000138100,632,421,524,635,543,325,244,676
gene:ENSG00000163794,36,32,70,47,54,15,16,29
gene:ENSG00000115204,1141,938,1177,1218,1675,1010,688,960
gene:ENSG00000115207,1436,1176,1626,1773,2093,1020,962,1563
gene:ENSG00000115211,618,566,899,1021,1215,639,556,572
gene:ENSG00000115234,1778,1610,2132,2242,3332,2404,1566,2728
gene:ENSG00000163795,362,233,370,497,448,260,169,326
gene:ENSG00000115241,2973,2992,4264,4787,7423,3540,2888,3793
gene:ENSG00000115216,1809,1297,2392,2657,3660,1749,1464,1796
gene:ENSG00000157992,115,110,229,224,133,77,94,136
gene:ENSG00000138002,1365,1082,1345,1785,1348,808,682,1477
gene:ENSG00000115226,78,109,91,118,103,72,74,106
gene:ENSG00000084734,417,425,530,603,452,314,324,650
gene:ENSG00000221843,616,496,744,764,645,384,379,856
gene:ENSG00000243943,1320,1167,2390,2115,2184,995,973,1214
gene:ENSG00000176714,74,51,76,71,89,61,29,101
gene:ENSG00000198522,929,665,1059,1217,1383,723,718,765
gene:ENSG00000119760,1143,821,1458,1575,1897,984,849,821
gene:ENSG00000163798,1297,1153,1596,1856,2482,1130,1076,1433
gene:ENSG00000243147,2600,1943,2652,3049,3065,1647,1653,2997
gene:ENSG00000171174,2615,1779,2105,2850,2451,1331,1236,3355
gene:ENSG00000158019,7866,5858,7952,9418,8495,3830,4447,7613
gene:ENSG00000075426,3485,1608,1901,4018,3034,1539,1664,3302
gene:ENSG00000163803,3568,2925,3198,4299,3468,2516,2174,4752
gene:ENSG00000213639,2316,1067,1699,2081,3058,917,1216,2088
gene:ENSG00000163806,1094,821,983,1407,1640,494,534,1513
gene:ENSG00000171103,755,513,940,981,998,386,412,619
gene:ENSG00000163811,2100,1707,2920,3028,4592,1790,1856,1872
gene:ENSG00000189350,1819,1609,1623,2683,2131,1515,1307,2023
gene:ENSG00000179270,230,160,197,252,183,137,93,279
gene:ENSG00000115295,2635,1505,2556,3034,2705,1323,1182,2207
gene:ENSG00000171094,11025,8782,9873,12253,10335,7349,6578,12398
gene:ENSG00000119801,6205,2416,4233,5213,7761,1807,2379,4765
gene:ENSG00000213626,3002,3382,8009,6519,6642,2824,2847,2509
gene:ENSG00000280154,3,2,4,9,5,3,1,4
gene:ENSG00000172954,3405,2796,3341,3736,4254,2004,2188,3131
gene:ENSG00000278908,17,28,42,31,26,10,10,21
gene:ENSG00000162949,1323,929,1199,1155,1157,851,681,1405
gene:ENSG00000158089,3943,3342,3453,4523,3830,2991,2383,4467
gene:ENSG00000214711,945,769,744,952,966,569,516,993
gene:ENSG00000013016,677,770,774,991,1111,1060,952,975
gene:ENSG00000158125,1256,1035,1227,1393,1171,859,748,1428
gene:ENSG00000277893,646,475,497,607,546,446,337,586
gene:ENSG00000162959,135,81,188,196,265,43,59,190
gene:ENSG00000162961,930,918,1421,1354,1629,836,709,1077
gene:ENSG00000021574,2297,1836,2760,2830,3302,1426,1467,2571
gene:ENSG00000152683,1288,939,1433,1532,1657,877,887,1397
gene:ENSG00000091106,1634,871,1278,1063,1361,2972,963,1507
gene:ENSG00000119820,1571,1123,1851,1903,2481,878,1060,1453
gene:ENSG00000115760,10356,7270,12860,14050,15412,7128,7627,8755
gene:ENSG00000279544,0,0,0,0,0,0,0,0
gene:ENSG00000018699,3791,2644,3573,4257,4287,2226,2201,3804
gene:ENSG00000049323,6634,5010,6230,7145,6801,4407,4400,8082
gene:ENSG00000152689,2417,2057,2338,2781,3067,1816,1579,3073
gene:ENSG00000119812,571,312,518,771,1726,1178,648,397
gene:ENSG00000150938,3500,2606,3291,4124,3066,2781,2444,3217
gene:ENSG00000171055,2468,1481,2294,2693,2769,1362,1339,2508
gene:ENSG00000205221,2578,1676,2066,2760,2351,1267,1411,2910
gene:ENSG00000115808,3438,2416,3606,4689,4996,2011,2034,3357
gene:ENSG00000279519,0,0,0,0,0,0,0,0
gene:ENSG00000008869,3482,2516,4308,4151,4048,1810,2054,3189
gene:ENSG00000152133,792,555,1183,1070,1583,515,494,593
gene:ENSG00000055332,2567,2048,3248,3602,5046,3529,6336,3582
gene:ENSG00000138068,628,535,522,695,615,312,318,822
gene:ENSG00000218739,1064,941,1492,1381,1781,579,747,975
gene:ENSG00000115816,1515,1250,3267,2574,4005,1463,1734,1394
gene:ENSG00000003509,767,625,1076,1089,1273,456,517,769
gene:ENSG00000115825,2728,1703,3241,3609,4404,1700,1812,2387
gene:ENSG00000115828,1639,697,920,722,1198,722,852,1686
gene:ENSG00000163171,4234,3447,4674,4878,8729,3859,3651,9089
gene:ENSG00000115841,2237,1553,2386,2539,2090,1187,1218,2194
gene:ENSG00000138061,1774,1203,1137,1128,4208,1987,900,3448
gene:ENSG00000280276,1,19,13,18,10,16,6,20
gene:ENSG00000119787,2109,1284,1863,2168,2506,1179,1202,1962
gene:ENSG00000143889,882,824,1307,912,1827,642,863,1013
gene:ENSG00000143891,4142,2126,3153,3431,3837,1499,1819,3334
gene:ENSG00000115875,4518,2892,6256,6147,9026,3568,2993,2576
gene:ENSG00000152147,929,766,1120,1123,1258,708,730,1076
gene:ENSG00000163214,2616,1970,2717,3049,3227,1368,1442,3045
gene:ENSG00000188010,206,165,205,207,217,128,106,294
gene:ENSG00000214694,685,507,613,700,702,455,410,843
gene:ENSG00000115904,5840,4353,7450,8445,10404,3511,4055,5045
gene:ENSG00000205111,992,791,956,1155,1119,596,594,1413
gene:ENSG00000011566,10280,6463,8659,6002,4730,5977,4155,4482
gene:ENSG00000152154,690,595,692,774,757,470,393,876
gene:ENSG00000138050,983,770,1224,1339,1543,498,681,945
gene:ENSG00000183023,11496,6359,7372,8094,10862,5228,5017,15695
gene:ENSG00000162878,153,134,155,209,199,113,94,238
gene:ENSG00000143924,7056,6182,11209,8913,11721,3815,4302,6643
gene:ENSG00000115944,2877,2393,3799,3556,4609,2034,2237,3739
gene:ENSG00000171126,853,842,796,958,860,462,440,1087
gene:ENSG00000057935,5637,4581,5593,6761,6188,3057,3168,6697
gene:ENSG00000162881,76,43,74,30,44,26,44,81
gene:ENSG00000162882,620,519,509,612,663,303,327,718
gene:ENSG00000152518,10263,5796,13276,11934,8008,2539,4001,6021
gene:ENSG00000115970,8424,6082,8211,9236,9354,4346,4588,8133
gene:ENSG00000152527,1957,1535,1748,2117,1840,1045,986,2230
gene:ENSG00000223658,13,13,7,8,8,6,6,22
gene:ENSG00000138036,589,472,630,614,533,296,311,614
gene:ENSG00000138075,598,473,585,710,579,259,312,754
gene:ENSG00000143921,737,608,683,805,798,468,494,898
gene:ENSG00000138095,3251,2488,4516,3872,5864,2741,2680,2761
gene:ENSG00000138032,5,2,6,8,6,3,17,9
gene:ENSG00000285542,1054,829,1460,1324,1550,566,578,1225
gene:ENSG00000138079,18,7,38,20,27,17,13,6
gene:ENSG00000138078,1129,930,1700,1553,2109,1002,802,1035
gene:ENSG00000143919,7750,5711,8717,9205,8892,3735,4297,7697
gene:ENSG00000278957,13,3,1,11,7,1,12,3
gene:ENSG00000138083,120,92,80,96,87,54,49,138
gene:ENSG00000170577,43,77,72,77,75,65,58,129
gene:ENSG00000068784,3637,2819,3560,4320,4138,2146,2203,3843
gene:ENSG00000171132,11050,8264,10019,12078,10790,6301,6097,12046
gene:ENSG00000116016,1706,1373,1289,1832,1623,1120,950,1910
gene:ENSG00000284701,48,31,59,52,39,36,32,74
gene:ENSG00000250565,1221,921,1270,1391,1559,823,828,1268
gene:ENSG00000119729,2697,1543,2141,2641,3548,1770,1551,3160
gene:ENSG00000151665,968,767,1126,1306,1636,784,690,966
gene:ENSG00000119878,393,363,617,634,753,366,323,398
gene:ENSG00000279254,16,50,19,43,28,24,10,45
gene:ENSG00000171150,1532,1056,1629,2056,2014,830,754,1442
gene:ENSG00000180398,1758,1481,2033,2232,3576,1721,1434,1782
gene:ENSG00000068724,5533,3558,4947,5223,6763,3433,3179,5573
gene:ENSG00000239605,357,275,361,388,392,238,215,430
gene:ENSG00000273269,104,74,59,129,105,49,33,76
gene:ENSG00000143933,11,3,0,2,8,1,8,4
gene:ENSG00000119888,999,872,933,1081,1080,546,504,1275
gene:ENSG00000095002,4658,4074,5778,6201,6426,3616,3366,5692
gene:ENSG00000184261,1164,988,1194,1490,1076,953,772,1353
gene:ENSG00000116062,3490,2800,3954,4617,5874,3008,2593,4176
gene:ENSG00000138081,6522,4378,6896,7494,9637,2865,3604,6139
gene:ENSG00000170802,2564,1666,2785,3027,4672,1782,2211,2860
gene:ENSG00000162869,2529,1838,2915,3100,3721,1477,1480,2562
gene:ENSG00000243244,7,1,1,5,0,2,10,6
gene:ENSG00000068781,906,765,669,920,902,533,541,933
gene:ENSG00000242441,0,0,0,0,0,0,0,0
gene:ENSG00000279956,1259,967,1109,1318,1260,473,534,1390
gene:ENSG00000138039,0,0,0,0,0,0,0,0
gene:ENSG00000170820,2774,1976,2577,2709,2458,1635,1448,2871
gene:ENSG00000179915,14920,11431,13016,15388,14226,8903,8668,16420
gene:ENSG00000115239,6206,4950,6559,6970,7029,3852,3426,6374
gene:ENSG00000143942,129,113,193,206,597,318,265,177
