Gene,H1,H2,H3,H4,I1,I2,I3,I4
gene:ENSG00000128833,2187,1664,2002,2329,2099,1274,1091,2471
gene:ENSG00000197535,6949,4982,6162,8052,8803,4365,3793,6732
gene:ENSG00000128989,1878,1387,2225,2735,4052,2120,1778,1507
gene:ENSG00000047346,3371,2891,5042,5360,5646,2114,2043,2799
gene:ENSG00000169856,481,408,464,606,500,332,306,684
gene:ENSG00000166415,2755,2008,2165,2823,2230,1457,1374,2871
gene:ENSG00000280362,34,19,57,46,38,48,30,54
gene:ENSG00000137766,7314,6046,6374,7393,6558,4068,4199,7453
gene:ENSG00000137876,1498,1268,2475,2053,3314,1089,1284,1644
gene:ENSG00000069974,4520,3338,4998,6359,7570,2943,3291,5186
gene:ENSG00000225973,0,0,0,0,4,0,0,0
gene:ENSG00000069943,933,792,1086,1280,1366,525,570,977
gene:ENSG00000260916,3105,2180,3246,3591,4588,2705,1930,3361
gene:ENSG00000261652,309,253,292,393,365,143,161,439
gene:ENSG00000256061,2038,1932,1980,2610,2309,994,1194,2748
gene:ENSG00000171016,648,688,683,737,714,388,461,943
gene:ENSG00000166450,2208,1787,2071,2401,2010,1147,1150,2658
gene:ENSG00000069869,2910,2404,2880,3417,3277,1513,1639,3553
gene:ENSG00000181827,4562,3527,5804,5600,5682,2261,2644,3642
gene:ENSG00000151575,3114,2327,2798,3287,2979,1434,1594,3229
gene:ENSG00000138587,387,322,443,474,491,244,209,401
gene:ENSG00000137871,850,674,1306,1178,1139,397,526,672
gene:ENSG00000285253,2909,2247,2716,3200,2705,1502,1558,3225
gene:ENSG00000279683,5,5,6,10,2,1,4,8
gene:ENSG00000140262,9379,6428,9812,11115,12690,4796,6033,8777
gene:ENSG00000128849,3066,2214,2691,3089,2863,1838,1661,3311
gene:ENSG00000263155,0,0,0,0,0,0,0,0
gene:ENSG00000137878,287,250,240,313,305,172,156,375
gene:ENSG00000255529,1483,1163,1507,1807,1738,890,901,1389
gene:ENSG00000128918,8324,6440,7223,8877,8050,5000,4423,9398
gene:ENSG00000103569,10920,13010,15199,7456,5791,13715,19330,5057
gene:ENSG00000166035,2517,2162,2238,3295,2607,1657,1762,2993
gene:ENSG00000137845,7333,4709,8011,9570,11654,5219,5506,6988
gene:ENSG00000128923,2900,2158,3203,3756,3874,1459,1688,2776
gene:ENSG00000157450,5824,4769,6456,7141,7222,3283,3475,5794
gene:ENSG00000137776,5047,3772,6750,7276,8984,3393,3683,4273
gene:ENSG00000157456,438,455,450,595,970,576,414,515
gene:ENSG00000157483,5350,3993,4466,5650,5120,2959,2880,5840
gene:ENSG00000171989,29,18,19,46,36,15,23,22
gene:ENSG00000157470,3236,2582,2681,3584,2937,1578,1589,3732
gene:ENSG00000140297,692,554,627,786,697,433,395,906
gene:ENSG00000140307,1131,936,1494,1313,2304,1050,972,1174
gene:ENSG00000140299,3110,2410,4045,3843,5933,2562,2376,5119
gene:ENSG00000171956,992,643,869,1063,947,436,577,1057
gene:ENSG00000182718,5808,5299,4464,5335,12441,8343,7464,10294
gene:ENSG00000128915,1624,1444,2808,2198,3720,1323,1478,1467
gene:ENSG00000069667,16837,14416,21035,24339,24267,9130,10804,15684
gene:ENSG00000129003,9020,7114,12012,13503,13786,5917,5824,8937
gene:ENSG00000198535,11,38,17,26,43,28,22,36
gene:ENSG00000205502,8,6,4,26,13,8,10,10
gene:ENSG00000171914,7458,6329,6882,9014,7241,4856,4413,8728
gene:ENSG00000140416,760,749,725,914,1267,502,853,1032
gene:ENSG00000103642,1897,1229,1290,1412,2245,885,862,3155
gene:ENSG00000185088,1306,1219,1915,1826,3238,1652,1755,1578
gene:ENSG00000166128,4018,2362,3374,5505,5789,2196,2865,3461
gene:ENSG00000138613,865,653,1108,961,977,464,471,904
gene:ENSG00000074410,1225,1110,1318,1649,1383,824,715,1640
gene:ENSG00000140455,7095,4500,7498,6596,10685,3290,3842,6612
gene:ENSG00000197361,162,116,177,152,171,68,84,174
gene:ENSG00000103657,12098,8445,14837,15319,13935,7047,6406,7576
gene:ENSG00000035664,3242,2651,2951,4030,3456,1754,1782,3810
gene:ENSG00000166797,1235,1145,1448,1475,2073,1150,1121,1694
gene:ENSG00000028528,3097,2345,3581,3897,4766,2137,1993,3011
gene:ENSG00000157734,330,447,631,668,869,1343,409,416
gene:ENSG00000166794,2635,2597,4229,5030,16060,12899,7725,4043
gene:ENSG00000169118,924,856,1311,1483,2104,933,1028,990
gene:ENSG00000259316,166,162,141,160,325,131,147,246
gene:ENSG00000166803,123,85,93,103,87,46,45,133
gene:ENSG00000103671,1854,1701,2001,2648,2726,1113,1310,2316
gene:ENSG00000180357,7435,6077,9386,9876,10186,3961,5129,7767
gene:ENSG00000180304,1213,756,903,989,1241,612,511,1325
gene:ENSG00000166831,872,811,748,1330,999,489,475,1138
gene:ENSG00000140451,313,260,282,435,561,340,244,315
gene:ENSG00000241839,0,0,0,0,0,0,0,0
gene:ENSG00000249240,1524,1213,1343,1676,1720,716,827,2000
gene:ENSG00000166839,791,590,734,837,836,475,431,874
gene:ENSG00000090487,1858,1773,2201,1984,3144,1540,1246,2727
gene:ENSG00000103707,900,794,1011,1189,1222,479,487,934
gene:ENSG00000186198,311,233,203,387,278,135,126,331
gene:ENSG00000103710,447,338,383,495,387,232,245,591
gene:ENSG00000234438,45,45,61,83,42,72,40,58
gene:ENSG00000246922,539,357,594,648,610,322,239,596
gene:ENSG00000090470,1153,1014,1954,2024,2348,929,951,846
gene:ENSG00000166855,1516,1383,2474,2277,3149,1312,1257,1557
gene:ENSG00000138615,330,276,272,468,319,219,229,428
gene:ENSG00000279268,8,4,5,1,7,4,2,11
gene:ENSG00000138617,2045,1580,2245,2863,2477,1227,1319,2569
gene:ENSG00000174498,811,811,899,1184,916,602,482,1177
gene:ENSG00000103742,750,730,831,1119,859,551,446,901
gene:ENSG00000074603,3016,2188,3970,3936,4565,1797,1783,2995
gene:ENSG00000074696,1568,1400,2192,2488,3550,1242,1158,1773
gene:ENSG00000138614,783,648,943,1033,1275,727,640,886
gene:ENSG00000074621,1256,1071,1436,1818,1516,694,845,1537
gene:ENSG00000174485,6048,3540,6993,6906,8653,2427,3167,5314
gene:ENSG00000103769,5129,4272,5342,6321,7237,3228,4333,6576
gene:ENSG00000157890,6683,5273,6099,8068,6407,4265,3745,8024
gene:ENSG00000166938,1864,1575,2479,2740,3192,1200,1223,2000
gene:ENSG00000075131,2139,2665,4579,4080,4456,1702,1809,3143
gene:ENSG00000169032,4204,2832,3946,4637,5074,2469,3055,4485
gene:ENSG00000174446,619,599,1027,865,1350,566,595,603
gene:ENSG00000174444,16819,19867,44717,26699,40710,16188,10927,22649
gene:ENSG00000174442,844,614,921,1117,1489,736,563,785
gene:ENSG00000188501,325,242,299,395,344,172,176,422
gene:ENSG00000137834,1241,1005,1302,1497,1204,898,860,1668
gene:ENSG00000166949,4661,3380,4592,4989,4882,2356,2475,3891
gene:ENSG00000103591,1551,1313,1550,2096,2538,1048,1000,1487
gene:ENSG00000103599,4444,3397,3800,5047,3931,2143,2242,4876
gene:ENSG00000189227,234,165,301,300,386,153,169,151
gene:ENSG00000137764,8978,6918,8672,8139,6617,3613,5350,5827
gene:ENSG00000188779,177,163,160,208,215,196,139,205
gene:ENSG00000033800,7655,6067,8638,8894,9887,5025,4405,5891
gene:ENSG00000260007,184,137,244,257,319,186,122,149
gene:ENSG00000129007,0,0,0,0,0,0,0,0
gene:ENSG00000128973,410,359,374,501,392,358,232,459
gene:ENSG00000169018,1860,1284,2237,2329,3032,1679,1286,1461
gene:ENSG00000137809,2524,1825,2089,2692,2268,1482,1547,2911
gene:ENSG00000103647,2768,2398,2628,3117,3011,2306,1713,3324
gene:ENSG00000140350,3681,3103,4933,4453,6676,3238,2873,3750
gene:ENSG00000258484,2089,1570,1715,2309,1911,939,931,2054
gene:ENSG00000255346,1553,1274,1430,1793,1608,1110,941,1634
gene:ENSG00000138604,1815,1332,1479,1765,1818,959,930,1859
gene:ENSG00000137819,1651,1354,1625,1926,1616,1146,1026,2030
gene:ENSG00000137807,741,582,664,781,1166,698,446,776
gene:ENSG00000137818,11248,15172,27228,18965,46057,15766,14433,19272
gene:ENSG00000140332,2321,1486,2182,2031,4352,2346,1668,3239
gene:ENSG00000137831,1538,1070,1142,1497,1418,749,717,1627
gene:ENSG00000166173,484,350,407,550,418,300,267,560
gene:ENSG00000137821,2415,1941,2243,2673,2406,1411,1340,2712
gene:ENSG00000129028,125,80,101,128,112,61,79,156
gene:ENSG00000187720,11629,9516,10683,13169,11240,7821,6749,12995
gene:ENSG00000225362,110,128,137,183,127,69,52,194
gene:ENSG00000278570,456,370,516,524,440,276,265,578
gene:ENSG00000066933,6569,4920,7178,8878,8355,3259,3677,6366
gene:ENSG00000166192,411,315,443,512,481,246,231,570
gene:ENSG00000175318,903,821,820,1216,812,477,560,1033
gene:ENSG00000067225,5639,5050,6543,5629,18952,11822,9881,13458
gene:ENSG00000137817,1322,891,1269,1574,1501,802,775,1223
gene:ENSG00000273025,343,285,297,423,390,185,196,432
gene:ENSG00000140488,0,0,0,0,0,0,0,0
gene:ENSG00000260729,947,792,1079,1202,1151,368,438,903
gene:ENSG00000213614,6,10,11,3,10,5,7,15
gene:ENSG00000187806,194,160,173,267,190,102,96,217
gene:ENSG00000166233,5844,3760,6079,7400,9995,2732,3068,5029
gene:ENSG00000215186,167,110,184,196,169,135,103,271
gene:ENSG00000175202,234,218,211,258,234,119,96,303
gene:ENSG00000140463,1012,908,1116,1480,1217,574,627,1125
gene:ENSG00000159322,3331,2065,2750,3182,3681,2205,1953,3264
gene:ENSG00000067141,3307,2825,3508,4195,3619,2003,2414,3780
gene:ENSG00000138622,689,630,846,821,741,598,432,944
gene:ENSG00000183324,1893,1351,1595,2088,1816,993,882,1983
gene:ENSG00000156642,2249,1554,2264,2596,3067,1723,1694,2332
gene:ENSG00000103855,644,508,486,646,550,412,348,741
gene:ENSG00000205363,207,222,219,276,221,216,158,253
gene:ENSG00000167139,212,160,161,251,168,158,97,230
gene:ENSG00000129038,509,332,441,465,475,307,263,598
gene:ENSG00000067221,347,236,449,461,386,275,246,392
gene:ENSG00000140464,1440,1079,1694,2043,2189,1359,1488,2088
gene:ENSG00000159289,204,110,211,217,215,123,113,285
gene:ENSG00000167178,905,698,743,942,836,473,501,1023
gene:ENSG00000129009,44,46,69,57,49,44,48,69
gene:ENSG00000137868,578,396,473,678,579,471,317,710
gene:ENSG00000140481,2204,1764,2091,2440,2177,1481,1345,2490
gene:ENSG00000280309,0,0,0,0,0,0,0,0
gene:ENSG00000140459,436,367,425,619,494,342,237,564
gene:ENSG00000138623,416,341,417,546,474,365,264,464
gene:ENSG00000138629,596,514,694,793,1015,526,367,571
gene:ENSG00000179361,2097,1681,1948,2907,2671,1415,1280,2238
gene:ENSG00000179335,2016,1929,3036,2869,2958,1691,1426,1907
gene:ENSG00000179151,1635,1481,1674,2404,2128,1244,1100,1781
gene:ENSG00000140465,106,94,72,91,91,58,50,112
gene:ENSG00000140505,225,202,233,299,209,88,118,306
gene:ENSG00000103653,2808,2331,3323,4270,4563,2298,1970,3058
gene:ENSG00000140506,219,158,226,258,241,151,134,305
gene:ENSG00000213578,94,45,96,133,105,50,61,121
gene:ENSG00000140474,641,459,886,900,976,504,454,369
gene:ENSG00000140497,2080,1968,3302,3082,4577,2188,1905,2551
gene:ENSG00000178802,467,515,1183,818,1278,733,504,506
gene:ENSG00000178761,867,716,1476,1637,1841,712,642,588
gene:ENSG00000178741,1304,1207,1617,1770,3355,2040,1712,1624
gene:ENSG00000178718,72,80,130,104,257,181,92,77
gene:ENSG00000198794,1594,1494,1856,2257,2015,1087,1027,2127
gene:ENSG00000138621,2633,1919,2477,2910,3014,1545,1360,2893
gene:ENSG00000167173,1395,770,949,1080,1482,1020,746,1775
gene:ENSG00000167195,167,100,210,205,187,113,105,255
gene:ENSG00000140478,187,114,232,244,212,143,114,278
gene:ENSG00000140365,680,592,930,1040,1332,650,552,680
gene:ENSG00000140398,519,308,607,685,326,222,236,398
gene:ENSG00000140400,1253,1000,1589,1651,1207,560,888,958
gene:ENSG00000169375,3360,3225,5081,5252,6203,2738,2943,3228
gene:ENSG00000169410,3131,2465,3390,4076,3939,1976,2164,3697
gene:ENSG00000169371,1036,853,1278,1426,1785,738,818,1202
gene:ENSG00000177971,1215,1164,2532,2181,2470,1378,1103,878
gene:ENSG00000173548,301,235,285,305,356,283,252,369
gene:ENSG00000173546,476,425,386,509,489,361,310,542
gene:ENSG00000182950,30,38,28,30,28,31,35,44
gene:ENSG00000140367,2525,1500,2384,3026,3389,1292,1640,1874
gene:ENSG00000167196,1245,1091,1336,1767,1836,680,781,1107
gene:ENSG00000169752,2214,1745,2025,2894,2416,884,1097,2851
gene:ENSG00000169758,3398,2957,3298,4185,3532,2031,1827,3975
gene:ENSG00000140374,3063,1972,2872,3658,3998,1933,1868,3412
gene:ENSG00000159556,38,41,84,76,79,68,62,66
gene:ENSG00000140386,10520,8002,11241,12876,12205,5545,5754,10472
gene:ENSG00000117906,938,799,1318,1342,1580,772,643,783
gene:ENSG00000140368,1736,1536,2164,2359,3412,1090,1405,1873
gene:ENSG00000140391,1562,1230,1890,2279,2334,1008,887,1678
gene:ENSG00000278991,0,0,0,0,0,0,0,0
gene:ENSG00000173517,5950,4346,5339,8003,6195,2853,3596,5508
gene:ENSG00000140382,2035,1527,2251,2931,2745,1183,1278,1717
gene:ENSG00000279033,64,85,190,146,135,94,63,87
gene:ENSG00000169783,4348,3498,3817,4142,5135,10260,4852,3756
gene:ENSG00000280359,0,0,0,0,0,0,0,0
gene:ENSG00000167202,2861,2132,3340,3399,4068,1955,1989,2965
gene:ENSG00000183476,397,256,369,408,386,244,233,481
gene:ENSG00000136425,571,444,438,613,644,351,301,608
gene:ENSG00000166411,1527,1047,1549,1510,2266,1469,1153,1671
gene:ENSG00000103740,1333,1166,1492,1728,1503,906,823,1884
gene:ENSG00000140403,601,487,1316,980,2309,594,732,542
gene:ENSG00000140395,908,731,1131,1166,1433,769,679,891
gene:ENSG00000279694,37,36,42,26,39,19,26,50
gene:ENSG00000166426,214,219,232,233,230,115,136,281
gene:ENSG00000136381,3000,2395,3441,3789,3969,1866,1947,2629
gene:ENSG00000188266,642,513,549,753,643,317,324,788
gene:ENSG00000279373,15,17,1,15,28,11,7,25
gene:ENSG00000041357,1722,1975,2778,2562,5515,3022,2529,3572
gene:ENSG00000169684,563,435,551,692,656,243,295,728
gene:ENSG00000080644,416,361,373,485,389,268,266,601
gene:ENSG00000279421,0,0,0,0,0,0,0,0
gene:ENSG00000117971,2052,1797,1866,2383,2040,1184,1069,2472
gene:ENSG00000136378,858,602,856,1038,827,587,515,972
gene:ENSG00000185787,5515,4331,6628,6949,9369,3746,3882,6266
gene:ENSG00000279235,19,10,19,16,20,13,10,9
gene:ENSG00000103811,2357,2298,2315,1672,4450,2593,2236,5619
gene:ENSG00000058335,2595,2105,2534,2966,2520,1520,1490,2866
gene:ENSG00000235711,67,37,60,67,48,58,21,54
gene:ENSG00000166557,3015,2388,3190,3580,4723,2401,2035,3013
gene:ENSG00000169330,649,569,626,781,864,475,402,734
gene:ENSG00000136371,180,138,190,177,309,159,132,238
gene:ENSG00000259332,14,7,13,26,17,17,5,12
gene:ENSG00000279394,0,0,0,0,0,0,0,0
gene:ENSG00000180953,0,0,0,0,0,0,0,0
gene:ENSG00000140379,1120,656,709,784,2227,778,778,4229
gene:ENSG00000279719,18,3,12,13,20,12,11,5
gene:ENSG00000279705,16,19,5,11,10,7,14,16
gene:ENSG00000086666,3511,2370,3769,4854,5789,2043,2278,3796
gene:ENSG00000103876,603,517,543,643,850,534,671,744
gene:ENSG00000259417,990,837,942,1289,1016,572,579,1231
gene:ENSG00000172379,3246,2818,2722,3737,3390,2387,2026,3723
gene:ENSG00000136379,1170,982,1239,1536,1229,698,728,1556
gene:ENSG00000103888,2762,2276,2568,3210,2880,1926,1715,3259
gene:ENSG00000117899,1720,1465,2259,2683,4430,2362,1978,1727
gene:ENSG00000140406,416,280,505,572,925,396,400,506
gene:ENSG00000156206,2313,1886,2093,2670,2430,1457,1282,2853
gene:ENSG00000279834,0,0,0,0,0,0,0,0
gene:ENSG00000172349,5666,5581,12636,8629,10870,4688,4368,4456
gene:ENSG00000172345,289,228,522,410,475,380,394,233
gene:ENSG00000188869,733,695,706,665,626,451,361,804
gene:ENSG00000183496,61,41,49,72,113,58,38,60
gene:ENSG00000140598,2172,1712,2483,2819,2949,1403,1406,2092
gene:ENSG00000188659,425,309,264,383,312,173,168,370
gene:ENSG00000278662,158,163,211,254,241,120,105,220
gene:ENSG00000197978,170,139,230,251,232,103,80,174
gene:ENSG00000182774,0,1,0,0,1,3,2,0
gene:ENSG00000260836,100,94,114,107,107,51,42,117
gene:ENSG00000214575,1333,1121,1166,1634,1461,685,713,1656
gene:ENSG00000103723,971,775,967,1206,1084,590,521,1198
gene:ENSG00000279758,13,4,4,2,9,3,8,15
gene:ENSG00000186628,1222,973,1106,1504,1241,605,618,1600
gene:ENSG00000156232,1792,1211,2525,2173,2924,859,934,1224
gene:ENSG00000103942,2979,2486,2683,3317,2903,1635,1693,3765
gene:ENSG00000169612,338,336,484,576,728,328,351,398
gene:ENSG00000169609,717,726,1187,1040,1239,533,605,823
gene:ENSG00000064726,1972,1333,2288,2570,3171,1447,1446,2048
gene:ENSG00000136404,1015,614,692,990,797,518,503,976
gene:ENSG00000166503,1681,1337,1510,2648,1939,898,1228,1883
gene:ENSG00000169594,386,275,414,409,362,251,174,448
gene:ENSG00000140600,2256,1886,2108,2708,2202,1464,1262,2568
gene:ENSG00000156218,5545,4624,4977,5933,5633,3118,2922,6383
gene:ENSG00000280038,39,48,58,47,84,41,31,95
gene:ENSG00000259511,113,81,98,100,106,51,44,98
gene:ENSG00000184206,187,138,174,185,181,89,112,170
gene:ENSG00000176371,994,626,813,854,765,496,415,871
gene:ENSG00000177082,843,698,1308,1145,1354,564,499,818
gene:ENSG00000197696,95,57,142,186,137,99,67,78
gene:ENSG00000140612,3189,2726,3580,3964,4835,2451,2027,3837
gene:ENSG00000166716,2487,1608,2344,2554,2810,1879,1567,2420
gene:ENSG00000136383,1152,815,915,1243,1099,651,515,1192
gene:ENSG00000156222,1297,1091,1239,1622,1462,738,826,1800
gene:ENSG00000073417,3832,2904,3754,4292,3968,1815,1892,3861
gene:ENSG00000170776,22823,14442,23753,31182,31380,12310,13385,19595
gene:ENSG00000183655,829,701,787,1004,932,489,495,1046
gene:ENSG00000273540,13129,10693,11466,14009,12194,7757,7357,14344
gene:ENSG00000140538,5712,4298,4911,6130,5215,3929,3378,6428
gene:ENSG00000259494,0,0,0,0,0,0,0,0
gene:ENSG00000173867,455,357,491,563,415,372,270,553
gene:ENSG00000181991,868,717,1272,993,1536,882,697,836
gene:ENSG00000279945,0,0,0,0,0,0,0,0
gene:ENSG00000140543,0,0,0,0,0,0,0,0
gene:ENSG00000181026,448,370,701,732,1022,570,685,441
gene:ENSG00000172183,1970,1874,3651,5017,5995,4062,4986,1808
gene:ENSG00000157766,1299,1061,1083,1521,1368,785,816,1638
gene:ENSG00000140511,475,565,1081,832,1456,434,326,844
gene:ENSG00000140545,362,313,635,428,599,361,286,375
gene:ENSG00000140526,4800,3577,4785,7808,6839,3238,3282,6365
gene:ENSG00000140522,226,197,216,267,249,141,115,324
gene:ENSG00000140525,1430,1077,1341,1903,2450,1352,1088,1526
gene:ENSG00000140521,2199,1607,2948,3691,3492,1741,1595,1528
gene:ENSG00000279708,12,4,30,7,11,10,10,13
gene:ENSG00000140519,391,307,408,536,426,303,277,611
gene:ENSG00000140534,756,738,792,1018,1041,800,532,953
gene:ENSG00000166813,887,898,1127,1352,1306,595,552,1227
gene:ENSG00000166819,185,172,222,266,188,138,135,214
gene:ENSG00000166821,285,219,369,449,416,243,247,278
gene:ENSG00000140527,1015,905,1231,1350,1087,541,562,1236
gene:ENSG00000166823,22,36,44,52,46,29,24,48
gene:ENSG00000188095,439,324,381,470,396,231,228,483
gene:ENSG00000166825,2473,930,1018,961,2868,1805,856,2013
gene:ENSG00000157823,275,194,401,298,313,157,147,271
gene:ENSG00000250021,4,3,4,2,3,1,1,5
gene:ENSG00000242498,1,0,0,0,1,0,1,0
gene:ENSG00000280377,2,9,3,13,5,6,5,18
gene:ENSG00000140548,2817,2284,2560,2814,2703,1858,1360,2848
gene:ENSG00000182054,1869,1777,2477,3474,5471,3217,2144,2277
gene:ENSG00000185033,2160,1937,2938,3086,2931,1649,1366,2799
gene:ENSG00000185043,1912,1578,3300,2953,4859,1561,1548,1921
gene:ENSG00000183208,7,16,27,15,21,15,11,12
gene:ENSG00000284626,254,199,229,356,259,88,138,299
gene:ENSG00000213471,0,0,0,0,0,0,0,0
gene:ENSG00000261147,1,2,3,1,1,1,2,1
gene:ENSG00000182768,0,0,0,0,0,0,0,0
gene:ENSG00000275674,954,679,829,1139,953,431,495,1125
gene:ENSG00000279980,32,25,16,35,24,24,22,23
gene:ENSG00000196391,283,259,285,480,379,174,199,450
gene:ENSG00000140575,14347,9982,13573,19330,24740,12887,11010,14332
gene:ENSG00000140577,3652,3236,5560,4949,6943,2787,3067,3907
gene:ENSG00000197299,1887,1725,2034,2662,2653,1366,1195,2092
gene:ENSG00000140564,876,646,842,1416,1661,809,965,1379
gene:ENSG00000182511,1710,919,801,1052,1867,1352,1061,1977
gene:ENSG00000196547,2133,1470,1927,2531,2165,1230,1203,1543
gene:ENSG00000184508,396,398,933,625,902,625,354,557
gene:ENSG00000140553,953,810,1218,1532,1881,1115,881,1076
gene:ENSG00000166965,335,276,402,387,641,292,219,312
gene:ENSG00000198901,7,18,15,9,93,27,12,3
gene:ENSG00000284946,92,97,124,123,150,63,81,110
gene:ENSG00000184056,0,0,0,0,0,0,0,0
gene:ENSG00000185518,2860,2461,2664,3661,2965,1922,1742,3632
gene:ENSG00000176463,9508,6525,8037,9683,12070,5013,4816,9571
gene:ENSG00000140557,1341,1167,1133,1528,1293,868,833,1682
gene:ENSG00000185442,3655,3230,3807,4698,4527,2628,2326,4772
gene:ENSG00000279765,3986,3179,7020,5338,5851,1551,1920,3239
gene:ENSG00000173575,5872,4386,9133,8856,10298,3615,4421,4332
gene:ENSG00000182175,902,723,923,971,916,657,600,1128
gene:ENSG00000140563,6725,4171,6005,12024,8912,3583,4594,7236
gene:ENSG00000280304,59,18,72,74,30,23,24,55
gene:ENSG00000280048,98,60,87,117,101,36,41,142
gene:ENSG00000280291,55,48,66,54,57,21,38,76
gene:ENSG00000185551,237,177,267,284,319,130,142,365
gene:ENSG00000279091,110,80,88,104,126,63,59,101
gene:ENSG00000140450,631,299,467,294,594,399,355,702
gene:ENSG00000140443,6734,5258,9406,8055,9644,3967,3571,7138
gene:ENSG00000183571,614,492,620,676,656,410,390,716
gene:ENSG00000182253,603,782,649,730,1521,405,386,724
gene:ENSG00000103852,1953,1670,1624,2081,1797,1092,1092,1999
gene:ENSG00000168904,2835,2349,3267,3784,10576,6296,3277,2749
gene:ENSG00000279846,20,12,22,21,25,19,21,26
gene:ENSG00000068305,6479,3951,6157,6271,8107,3315,4015,6862
gene:ENSG00000183060,559,328,552,695,716,407,323,466
gene:ENSG00000140470,6238,4430,5307,6328,6230,3757,2967,6814
gene:ENSG00000154227,1920,1488,1619,2175,1842,1038,1011,2086
gene:ENSG00000140471,1246,1135,2962,1877,3184,1066,1112,917
gene:ENSG00000183475,1339,986,1532,1798,2052,895,838,1083
gene:ENSG00000279588,61,37,19,39,38,34,35,62
gene:ENSG00000184254,605,371,554,601,553,388,264,527
gene:ENSG00000154237,3801,2481,2679,3254,3868,2500,1983,3914
gene:ENSG00000131873,2225,1614,1835,2467,3115,1664,1864,3098
gene:ENSG00000131871,919,667,1127,1322,3113,1504,1128,954
gene:ENSG00000131876,1477,1059,1877,1979,2539,937,880,1106
gene:ENSG00000140479,3487,2785,3258,3704,3633,2165,1989,4129
gene:ENSG00000279970,0,0,0,0,0,0,0,0
gene:ENSG00000184277,1145,825,1451,1465,1693,632,1027,950
gene:ENSG00000185418,2186,1506,2797,2910,3000,1302,1332,1877
gene:ENSG00000184140,26,19,23,42,30,28,15,30
gene:ENSG00000182854,157,57,95,116,92,74,43,90
gene:ENSG00000177693,11,6,11,19,10,9,5,10
gene:ENSG00000161980,1341,1639,2088,1343,1344,2998,2042,752
gene:ENSG00000161981,290,450,458,505,1450,706,592,371
gene:ENSG00000007384,206,149,172,238,207,156,147,242
gene:ENSG00000278995,2,1,1,2,2,3,2,5
gene:ENSG00000103152,722,591,972,1075,1517,708,520,898
gene:ENSG00000103148,1609,1474,1830,2568,2554,1009,959,1762
gene:ENSG00000130656,522,423,545,640,503,209,207,539
gene:ENSG00000206177,241,209,234,297,638,195,113,288
